Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
2010-04-19,4,160.00,46230.00,291.00,286.00,286.00
2010-04-20,39,2430.00,704710.00,293.00,288.00,290.00
2010-04-21,28,2140.00,603010.00,290.00,276.00,276.00
2010-04-22,20,700.00,195290.00,287.00,275.00,287.00
2010-04-25,11,600.00,169210.00,288.00,277.00,277.00
2010-04-26,37,1430.00,392180.00,290.00,272.00,273.00
2010-04-27,32,2560.00,677190.00,273.00,262.00,262.00
2010-04-28,12,620.00,164330.00,268.00,264.00,265.00
2010-04-29,16,590.00,158710.00,281.00,260.00,281.00
2010-04-15,52,2050.00,592310.00,293.00,285.00,290.00
2010-05-09,50,1880.00,497730.00,286.00,253.00,255.00
2010-05-10,19,770.00,201930.00,273.00,255.00,273.00
2010-05-11,13,590.00,162940.00,284.00,270.00,281.00
2010-05-12,47,2750.00,797880.00,309.00,285.00,309.00
2010-05-13,43,3300.00,1039770.00,328.00,310.00,312.00
2010-05-16,28,1370.00,416520.00,313.00,290.00,290.00
2010-05-17,15,890.00,255690.00,295.00,277.00,295.00
2010-05-18,50,2450.00,737440.00,312.00,294.00,312.00
2010-05-19,22,1080.00,337140.00,318.00,306.00,315.00
2010-05-20,38,1750.00,549020.00,317.00,310.00,315.00
2010-05-23,22,1440.00,452030.00,318.00,310.00,310.00
2010-05-24,18,730.00,234870.00,330.00,316.00,330.00
2010-05-25,18,860.00,298350.00,356.00,330.00,356.00
2010-05-26,31,2080.00,761240.00,377.00,338.00,338.00
2010-05-30,10,380.00,139110.00,371.00,344.00,371.00
2010-05-31,64,4020.00,1386510.00,378.00,334.00,340.00
2010-06-01,21,1170.00,386340.00,334.00,328.00,334.00
2010-06-02,31,3140.00,1043540.00,342.00,328.00,333.00
2010-06-03,74,4490.00,1521020.00,348.00,325.00,339.00
2010-06-06,243,18362.00,6270532.00,348.00,330.00,335.00
2010-06-07,241,11070.00,3635380.00,342.00,317.00,336.00
2010-06-08,241,13600.00,4507360.00,340.00,320.00,340.00
2010-06-09,236,12340.00,4256720.00,352.00,335.00,345.00
2010-06-10,388,18440.00,6119530.00,349.00,320.00,330.00
2010-06-14,1,10.00,2720.00,272.00,272.00,272.00
2010-06-16,5,250.00,64890.00,267.00,257.00,257.00
2010-06-17,3,140.00,35270.00,255.00,250.00,255.00
