Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
2010-04-19,1,100.00,44000.00,440.00,440.00,440.00
2010-04-25,2,193.00,83190.00,432.00,430.00,430.00
2010-04-26,2,195.00,81530.00,422.00,414.00,414.00
2010-04-27,3,150.00,60980.00,410.00,406.00,406.00
2010-04-28,4,372.00,147709.00,400.00,391.00,400.00
2010-05-10,1,75.00,29400.00,392.00,392.00,392.00
2010-05-11,1,50.00,19250.00,385.00,385.00,385.00
2010-05-19,2,118.00,45616.00,390.00,386.00,390.00
2010-05-20,2,89.00,35333.00,397.00,397.00,397.00
2010-06-13,2,250.00,101600.00,410.00,404.00,410.00
2010-06-14,2,150.00,62000.00,415.00,410.00,415.00
2010-06-16,6,510.00,215559.00,425.00,418.00,425.00
2010-06-17,1,500.00,208500.00,417.00,417.00,417.00
2010-06-21,4,330.00,134920.00,410.00,407.00,409.00
2010-06-22,3,532.00,215960.00,410.00,405.00,405.00
2010-06-23,2,250.00,101250.00,405.00,405.00,405.00
2010-06-29,4,371.00,147658.00,400.00,397.00,397.00
2010-07-01,2,300.00,121200.00,404.00,404.00,404.00
2010-07-05,3,300.00,119300.00,400.00,396.00,396.00
2010-07-06,1,76.00,29640.00,390.00,390.00,390.00
2010-07-07,1,391.00,151708.00,388.00,388.00,388.00
2010-07-08,4,408.00,157604.00,395.00,385.00,395.00
2010-07-11,3,60.00,24600.00,418.00,402.00,418.00
2010-07-12,1,20.00,8520.00,426.00,426.00,426.00
2010-08-09,1,200.00,83600.00,418.00,418.00,418.00
2010-08-18,2,200.00,82000.00,410.00,410.00,410.00
2010-08-22,2,100.00,39800.00,402.00,394.00,394.00
2010-08-29,1,100.00,38700.00,387.00,387.00,387.00
2010-09-12,2,509.00,191285.00,380.00,373.00,373.00
2010-09-13,2,112.00,40992.00,366.00,366.00,366.00
2010-09-15,1,100.00,35900.00,359.00,359.00,359.00
2010-09-16,1,101.00,35855.00,355.00,355.00,355.00
2010-09-21,1,50.00,17750.00,355.00,355.00,355.00
2010-09-26,1,100.00,35200.00,352.00,352.00,352.00
2010-09-28,3,272.00,93441.00,346.00,340.00,340.00
2010-09-30,1,47.00,15698.00,334.00,334.00,334.00
2010-10-03,1,110.00,36300.00,330.00,330.00,330.00
2010-10-05,1,10.00,3180.00,318.00,318.00,318.00
2010-10-13,1,1125.00,355500.00,316.00,316.00,316.00
2010-10-26,1,770.00,238700.00,310.00,310.00,310.00
2010-11-02,1,40.00,12400.00,310.00,310.00,310.00
2010-11-16,1,40.00,12400.00,310.00,310.00,310.00
2010-11-24,1,67.00,21105.00,315.00,315.00,315.00
2010-12-02,1,229.00,72135.00,315.00,315.00,315.00
2010-12-13,1,89.00,28035.00,315.00,315.00,315.00
2010-12-14,4,780.00,249500.00,320.00,315.00,320.00
2010-12-16,1,170.00,53380.00,314.00,314.00,314.00
2011-01-03,2,691.00,214210.00,310.00,310.00,310.00
2011-01-04,1,98.00,30478.00,311.00,311.00,311.00
2011-01-12,1,50.00,15600.00,312.00,312.00,312.00
2011-01-13,1,25.00,7950.00,318.00,318.00,318.00
2011-01-17,1,25.00,8100.00,324.00,324.00,324.00
2011-03-27,2,130.00,42120.00,324.00,324.00,324.00
