Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
2011-01-10,4,280.00,86040.00,315.00,303.00,303.00
2011-01-11,15,930.00,263340.00,288.00,283.00,283.00
2011-01-17,6,60.00,15950.00,278.00,255.00,255.00
2011-01-18,6,310.00,71960.00,243.00,230.00,230.00
2011-01-19,15,600.00,126920.00,219.00,207.00,207.00
2011-01-20,14,1160.00,221020.00,197.00,188.00,188.00
2011-01-23,9,670.00,115820.00,179.00,170.00,170.00
2011-01-24,6,60.00,9580.00,167.00,153.00,153.00
2011-01-31,10,300.00,44970.00,150.00,147.00,147.00
2011-02-01,286,12010.00,1621590.00,145.00,133.00,135.00
2011-02-02,248,8340.00,1132880.00,137.00,135.00,136.00
2011-02-03,388,13190.00,1792640.00,141.00,135.00,135.00
2011-02-06,170,5070.00,702310.00,140.00,136.00,137.00
2011-02-07,116,5620.00,766890.00,139.00,135.00,137.00
2011-02-08,215,6760.00,912470.00,138.00,133.00,135.00
2011-02-09,262,6090.00,826450.00,137.00,135.00,135.00
2011-02-10,140,7090.00,964580.00,138.00,133.00,136.00
2011-02-13,551,17790.00,2394940.00,137.00,132.00,135.00
2011-02-14,271,8090.00,1078660.00,135.00,132.00,132.00
2011-02-15,635,17420.00,2297660.00,135.00,130.00,131.00
2011-02-16,501,21930.00,2846400.00,132.00,128.00,128.00
2011-02-17,691,21450.00,2792840.00,132.00,128.00,132.00
2011-02-20,85,3690.00,481670.00,132.00,128.00,129.00
2011-02-21,212,5200.00,659010.00,131.00,123.00,124.00
2011-02-22,172,4210.00,524210.00,127.00,123.00,126.00
2011-02-23,170,5980.00,750660.00,130.00,123.00,124.00
2011-02-24,162,5260.00,650650.00,126.00,122.00,123.00
2011-02-27,161,3600.00,432140.00,123.00,118.00,119.00
2011-02-28,164,5690.00,680530.00,122.00,117.00,120.00
2011-03-01,84,2000.00,239810.00,123.00,118.00,123.00
2011-03-03,210,3400.00,418540.00,125.00,120.00,123.00
2011-03-07,138,3190.00,388350.00,124.00,118.00,118.00
2011-03-09,96,6000.00,697200.00,120.00,112.00,120.00
2011-03-10,99,3380.00,394820.00,119.00,115.00,116.00
2011-03-13,117,2710.00,312190.00,117.00,113.00,116.00
2011-03-14,93,1330.00,151770.00,116.00,113.00,114.00
2011-03-15,75,2850.00,327940.00,117.00,112.00,114.00
2011-03-16,149,3100.00,353950.00,117.00,112.00,116.00
2011-03-17,134,2830.00,323340.00,115.00,113.00,114.00
2011-03-20,98,5560.00,641370.00,117.00,114.00,115.00
2011-03-21,171,6320.00,713750.00,116.00,110.00,110.00
2011-03-22,217,8750.00,970820.00,112.00,110.00,110.00
2011-03-23,246,9740.00,1088670.00,114.00,110.00,114.00
2011-03-24,241,10000.00,1109060.00,114.00,108.00,110.00
2011-03-27,50,1440.00,159680.00,113.00,108.00,111.00
2011-03-28,70,1640.00,174780.00,111.00,103.00,104.00
2011-03-29,36,2730.00,284520.00,107.00,104.00,104.00
2011-03-30,180,4220.00,442730.00,107.00,103.00,105.00
2011-03-31,417,7920.00,859600.00,110.00,103.00,108.00
2011-04-04,258,7970.00,859730.00,110.00,106.00,107.00
2011-04-05,172,5430.00,584990.00,109.00,107.00,107.00
2011-04-06,141,5010.00,537040.00,109.00,106.00,107.00
2011-04-07,146,7140.00,760740.00,109.00,106.00,106.00
2011-04-10,132,7220.00,775400.00,110.00,105.00,108.00
2011-04-11,154,3860.00,407600.00,106.00,103.00,106.00
2011-04-13,9,670.00,72750.00,109.00,107.00,109.00
2011-04-17,140,3200.00,340020.00,109.00,104.00,107.00
2011-04-18,75,2240.00,237110.00,108.00,104.00,105.00
2011-04-19,65,1460.00,152580.00,105.00,101.00,105.00
2011-04-20,227,8550.00,910950.00,107.00,105.00,107.00
2011-04-21,445,9110.00,970830.00,107.00,101.00,107.00
2011-04-25,88,2560.00,269900.00,107.00,104.00,104.00
2011-04-26,7,130.00,13580.00,105.00,104.00,105.00
2011-04-27,228,8820.00,941010.00,107.00,105.00,107.00
2011-04-28,287,6950.00,738060.00,109.00,103.00,106.00
2011-05-02,136,5090.00,528510.00,106.00,103.00,104.00
2011-05-03,340,7820.00,797760.00,103.00,100.00,103.00
2011-05-04,123,3430.00,348300.00,104.00,100.00,102.00
2011-05-05,93,4330.00,438150.00,103.00,100.00,100.00
2011-05-08,156,6690.00,670850.00,104.00,99.00,101.00
2011-05-09,98,3550.00,355610.00,101.00,99.00,101.00
2011-05-10,320,5660.00,578260.00,104.00,100.00,102.00
2011-05-11,156,5630.00,574160.00,107.00,101.00,106.00
2011-05-12,33,1150.00,118190.00,104.00,102.00,104.00
2011-05-15,214,5110.00,529290.00,105.00,102.00,105.00
2011-05-16,104,7770.00,821320.00,108.00,103.00,104.00
2011-05-18,140,5010.00,529940.00,108.00,104.00,106.00
2011-05-19,105,5430.00,560260.00,106.00,100.00,105.00
2011-05-22,79,3750.00,378040.00,106.00,100.00,100.00
2011-05-23,39,3520.00,355700.00,103.00,100.00,101.00
2011-05-24,117,11100.00,1130980.00,105.00,100.00,104.00
2011-05-25,107,5630.00,571400.00,106.00,99.00,99.00
2011-05-26,117,7280.00,746830.00,104.00,100.00,102.00
2011-05-30,106,2590.00,264950.00,105.00,102.00,105.00
2011-05-31,39,1440.00,147900.00,107.00,101.00,107.00
