Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
2010-05-12,3,250.00,80550.00,327.00,315.00,327.00
2010-05-13,5,670.00,223710.00,335.00,330.00,335.00
2010-05-16,2,100.00,33800.00,341.00,335.00,335.00
2010-05-20,4,130.00,42600.00,330.00,324.00,324.00
2010-05-25,1,580.00,190820.00,329.00,329.00,329.00
2010-05-26,1,200.00,66000.00,330.00,330.00,330.00
2010-06-10,3,527.00,169221.00,324.00,318.00,323.00
2010-06-13,1,100.00,31700.00,317.00,317.00,317.00
2010-07-06,1,13.00,4095.00,315.00,315.00,315.00
2010-08-05,11,1001.00,334132.00,340.00,321.00,340.00
2010-08-09,1,27.00,9018.00,334.00,334.00,334.00
2010-08-11,2,57.00,19002.00,336.00,331.00,336.00
2010-08-12,1,27.00,9207.00,341.00,341.00,341.00
2010-08-15,4,208.00,70990.00,342.00,340.00,340.00
2010-08-16,5,490.00,164170.00,336.00,334.00,334.00
2010-08-17,5,655.00,219610.00,340.00,333.00,340.00
2010-08-18,4,545.00,180375.00,335.00,330.00,331.00
2010-08-22,4,1285.00,427655.00,335.00,323.00,323.00
2010-08-26,1,25.00,8000.00,320.00,320.00,320.00
2010-09-02,1,30.00,9420.00,314.00,314.00,314.00
2010-09-05,3,375.00,114925.00,310.00,305.00,305.00
2010-09-06,1,30.00,9000.00,300.00,300.00,300.00
2010-09-12,1,225.00,67500.00,300.00,300.00,300.00
2010-09-13,3,80.00,23520.00,294.00,294.00,294.00
2010-09-26,2,220.00,63100.00,289.00,285.00,285.00
2010-09-29,1,20.00,5800.00,290.00,290.00,290.00
2010-10-05,2,300.00,87500.00,295.00,290.00,290.00
2010-11-11,2,45.00,13275.00,295.00,295.00,295.00
2010-11-25,1,60.00,18000.00,300.00,300.00,300.00
2010-11-28,6,966.00,291820.00,312.00,300.00,305.00
2010-11-29,1,20.00,6100.00,305.00,305.00,305.00
2010-12-01,1,200.00,60000.00,300.00,300.00,300.00
2010-12-05,4,880.00,266880.00,306.00,300.00,306.00
2010-12-06,3,200.00,61200.00,306.00,306.00,306.00
2010-12-14,1,1000.00,306000.00,306.00,306.00,306.00
2010-12-15,1,100.00,31200.00,312.00,312.00,312.00
2010-12-16,6,200.00,66540.00,342.00,318.00,342.00
2010-12-19,7,677.00,233073.00,348.00,342.00,345.00
2010-12-20,7,980.00,339060.00,350.00,339.00,345.00
2010-12-22,7,2155.00,742235.00,350.00,341.00,341.00
2010-12-23,16,800.00,279900.00,355.00,346.00,350.00
2011-02-06,1,180.00,42300.00,235.00,235.00,235.00
2011-02-28,2,467.00,107610.00,231.00,230.00,230.00
2011-03-01,1,540.00,122040.00,226.00,226.00,226.00
2011-04-05,2,1415.00,311474.00,222.00,220.00,220.00
2011-04-06,2,238.00,51732.00,218.00,214.00,214.00
2011-04-07,1,112.00,23520.00,210.00,210.00,210.00
2011-04-10,3,292.00,61016.00,213.00,205.00,205.00
2011-04-11,2,195.00,39585.00,203.00,203.00,203.00
2011-04-20,1,237.00,48111.00,203.00,203.00,203.00
