Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
2011-02-21,24,1460.00,192360.00,132.00,130.00,130.00
2011-03-09,2,100.00,12680.00,128.00,126.00,126.00
2011-03-16,1,20.00,2480.00,124.00,124.00,124.00
2011-03-23,11,520.00,59920.00,122.00,112.00,112.00
2011-03-24,199,9960.00,1008080.00,110.00,101.00,101.00
2011-03-27,9,440.00,43800.00,102.00,98.00,98.00
2011-03-29,16,2240.00,217280.00,97.00,97.00,97.00
2011-04-04,1,40.00,3840.00,96.00,96.00,96.00
2011-04-19,9,360.00,34200.00,95.00,95.00,95.00
2011-05-02,14,780.00,69040.00,91.00,86.00,87.00
2011-05-03,14,560.00,49280.00,88.00,88.00,88.00
2011-05-04,2,80.00,6960.00,87.00,87.00,87.00
2011-05-05,32,1280.00,110520.00,88.00,85.00,85.00
2011-05-08,3,120.00,10200.00,85.00,85.00,85.00
2011-05-12,8,480.00,41280.00,86.00,86.00,86.00
2011-05-18,5,200.00,16400.00,82.00,82.00,82.00
2011-05-22,16,640.00,51760.00,81.00,80.00,81.00
2011-05-23,118,4860.00,379560.00,80.00,78.00,78.00
2011-05-24,10,420.00,32700.00,78.00,77.00,78.00
2011-05-25,12,520.00,40480.00,78.00,77.00,78.00
2011-05-26,2,80.00,6120.00,77.00,76.00,76.00
2011-05-30,12,500.00,38900.00,78.00,77.00,78.00
2011-05-31,1,40.00,3160.00,79.00,79.00,79.00
2011-06-01,2,100.00,7960.00,80.00,79.00,79.00
2011-06-02,1,40.00,3120.00,78.00,78.00,78.00
2011-06-05,19,1410.00,107400.00,77.00,76.00,76.00
2011-06-08,19,760.00,57760.00,76.00,76.00,76.00
2011-06-09,6,240.00,18240.00,76.00,76.00,76.00
2011-06-14,5,300.00,22800.00,76.00,76.00,76.00
2011-07-28,2,100.00,7440.00,75.00,74.00,74.00
2011-07-31,2,80.00,6000.00,75.00,75.00,75.00
2011-08-10,17,1300.00,98800.00,76.00,76.00,76.00
2011-08-16,8,340.00,25840.00,76.00,76.00,76.00
2011-08-17,47,1880.00,144720.00,77.00,76.00,77.00
2011-08-18,51,2060.00,158620.00,78.00,75.00,75.00
2011-08-23,50,2060.00,153340.00,75.00,74.00,74.00
2011-08-24,23,920.00,67160.00,73.00,73.00,73.00
2011-08-25,7,280.00,20520.00,74.00,73.00,74.00
2011-08-28,42,1700.00,126600.00,75.00,74.00,74.00
2011-08-29,40,1600.00,114200.00,73.00,71.00,71.00
2011-08-30,40,1600.00,109240.00,70.00,68.00,68.00
2011-09-05,62,2440.00,161100.00,67.00,66.00,67.00
2011-09-08,1,60.00,4020.00,67.00,67.00,67.00
2011-09-20,7,280.00,18160.00,66.00,64.00,64.00
2011-09-22,3,180.00,11340.00,63.00,63.00,63.00
2011-09-25,4,200.00,12800.00,64.00,64.00,64.00
2011-09-26,3,160.00,10240.00,64.00,64.00,64.00
2011-10-12,20,800.00,52320.00,66.00,65.00,66.00
2011-10-13,80,3200.00,211200.00,66.00,66.00,66.00
2011-10-17,5,280.00,18160.00,65.00,64.00,64.00
2011-10-19,134,5380.00,329040.00,63.00,58.00,58.00
2011-10-20,47,2120.00,120560.00,57.00,56.00,56.00
2011-10-23,1,40.00,2200.00,55.00,55.00,55.00
2011-10-24,1,60.00,3240.00,54.00,54.00,54.00
2011-10-25,2,160.00,8480.00,53.00,53.00,53.00
2011-10-30,69,2960.00,150440.00,53.00,49.00,49.00
2011-10-31,54,2830.00,133697.00,49.00,46.11,47.00
2011-11-13,5,220.00,10340.00,47.00,47.00,47.00
2011-11-14,1,40.00,1880.00,47.00,47.00,47.00
2011-11-17,9,360.00,16883.00,47.00,46.07,46.07
2011-11-21,1,60.00,2760.00,46.00,46.00,46.00
2011-11-23,16,640.00,29995.00,46.92,46.00,46.00
2011-11-24,1,80.00,3680.00,46.00,46.00,46.00
2011-11-27,1,40.00,1840.00,46.00,46.00,46.00
2011-11-28,1,40.00,1840.00,46.00,46.00,46.00
2011-11-30,1,40.00,1840.00,46.00,46.00,46.00
2011-12-01,2,180.00,8280.00,46.00,46.00,46.00
2011-12-06,1,40.00,1840.00,46.00,46.00,46.00
2011-12-07,23,1170.00,54451.00,47.00,46.00,47.00
2011-12-08,23,1550.00,72850.00,47.00,47.00,47.00
2011-12-15,2,120.00,5640.00,47.00,47.00,47.00
2011-12-19,8,400.00,18760.00,46.90,46.90,46.90
2011-12-26,5,280.00,12880.00,46.00,46.00,46.00
2011-12-27,5,280.00,12880.00,46.00,46.00,46.00
2011-12-28,5,240.00,11040.00,46.00,46.00,46.00
2011-12-29,5,300.00,13525.00,45.08,45.08,45.08
2012-01-01,11,660.00,29002.00,44.18,43.30,43.30
2012-01-02,18,2300.00,95219.00,42.43,40.75,42.39
2012-01-03,11,500.00,21500.00,43.00,43.00,43.00
2012-01-04,6,440.00,19298.00,43.86,43.86,43.86
2012-01-05,3,400.00,17544.00,43.86,43.86,43.86
2012-01-08,11,800.00,35091.00,43.86,43.86,43.86
2012-01-09,5,400.00,17545.00,43.86,43.86,43.86
2012-01-11,27,1320.00,57954.00,44.00,43.86,44.00
2012-01-12,8,320.00,14080.00,44.00,44.00,44.00
2012-01-16,47,2090.00,91968.00,44.10,44.00,44.00
2012-01-17,41,2030.00,90110.00,44.88,44.00,44.50
2012-01-18,56,2240.00,100200.00,45.50,44.50,45.50
2012-01-22,29,1160.00,52390.00,46.00,44.60,44.60
2012-01-25,17,1340.00,58960.00,44.00,44.00,44.00
2012-01-26,18,1440.00,63344.00,44.00,43.80,43.80
2012-02-05,11,440.00,19360.00,44.00,44.00,44.00
2012-02-15,39,1560.00,68640.00,44.00,44.00,44.00
2012-02-16,54,2160.00,95040.00,44.00,44.00,44.00
2012-02-21,6,210.00,8745.00,43.12,41.41,41.41
2012-02-26,9,360.00,14871.00,41.41,40.58,40.58
2012-02-27,26,1620.00,59643.00,39.77,36.52,36.52
2012-02-28,23,1140.00,41871.00,39.51,34.37,39.49
2012-03-01,22,1160.00,45518.00,39.50,38.22,38.22
2012-03-04,2,80.00,2968.00,37.47,36.73,36.73
2012-03-05,20,800.00,30038.00,40.40,37.00,40.40
2012-03-06,1,40.00,1584.00,39.60,39.60,39.60
2012-03-11,33,2040.00,81581.00,41.00,39.00,41.00
2012-03-13,9,380.00,15267.00,40.18,40.18,40.18
2012-03-14,3,360.00,14114.00,39.38,38.60,38.60
2012-03-15,5,300.00,11700.00,39.00,39.00,39.00
2012-03-19,1,40.00,1498.00,37.46,37.46,37.46
2012-03-20,10,740.00,25808.00,36.71,33.86,34.56
2012-03-21,5,200.00,7163.00,36.68,35.25,36.68
2012-03-25,2,80.00,2876.00,35.95,35.95,35.95
2012-03-27,5,200.00,7200.00,36.00,36.00,36.00
2012-03-28,1,40.00,1440.00,36.00,36.00,36.00
2012-03-29,7,280.00,9716.00,35.30,33.90,33.90
2012-04-04,2,80.00,2712.00,33.90,33.90,33.90
2012-04-05,1,40.00,1329.00,33.22,33.22,33.22
2012-04-12,1,80.00,2710.00,33.88,33.88,33.88
