Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
2014-09-07,1,10.00,2500.00,250.00,250.00,250.00
2014-09-11,13,130.00,34050.00,275.00,255.00,275.00
2014-09-15,29,290.00,86980.00,302.00,280.00,302.00
2014-09-16,4,40.00,12140.00,308.00,296.00,296.00
2014-09-17,7,96.00,28325.00,300.00,290.00,291.00
2014-09-18,27,270.00,80000.00,300.00,291.00,295.00
2014-09-21,52,564.00,159645.00,291.00,271.00,271.00
2014-09-22,13,143.00,39258.00,276.00,273.00,273.00
2014-09-23,16,253.00,68753.00,275.00,270.00,270.00
2014-09-24,12,120.00,32490.00,275.00,268.00,275.00
2014-09-28,1,10.00,2780.00,278.00,278.00,278.00
2014-09-29,4,60.00,16380.00,273.00,273.00,273.00
2014-09-30,7,83.00,23360.00,286.00,278.00,286.00
2014-10-08,7,75.00,21135.00,286.00,281.00,286.00
2014-10-09,4,66.00,18886.00,288.00,285.00,288.00
2014-10-12,4,65.00,18405.00,284.00,283.00,284.00
2014-10-13,3,30.00,8500.00,285.00,280.00,285.00
2014-10-14,150,2544.00,777466.00,313.00,284.00,313.00
2014-10-15,45,552.00,174920.00,335.00,307.00,307.00
2014-10-16,29,530.00,166395.00,321.00,301.00,316.00
2014-10-19,12,220.00,73779.00,347.00,320.00,347.00
2014-10-20,17,235.00,81156.00,351.00,340.00,351.00
2014-10-21,31,419.00,152910.00,375.00,358.00,375.00
2014-10-22,12,315.00,121931.00,397.00,382.00,397.00
2014-10-26,11,360.00,145249.00,410.00,400.00,400.00
2014-10-27,9,142.00,57190.00,405.00,398.00,399.00
2014-10-30,5,296.00,126100.00,430.00,417.00,417.00
2014-10-28,33,369.00,150236.00,438.00,390.00,438.00
2014-11-02,4,40.00,16820.00,422.00,420.00,422.00
2014-11-03,22,326.00,136001.00,425.00,406.00,425.00
2014-11-05,12,196.00,83988.00,430.00,426.00,426.00
2014-11-06,17,206.00,86610.00,428.00,418.00,420.00
2014-11-09,16,2120.00,856990.00,412.00,397.00,410.00
2014-11-10,7,70.00,30140.00,442.00,418.00,442.00
2014-11-11,10,259.00,115235.00,458.00,434.00,458.00
2014-11-13,11,134.00,60854.00,470.00,449.00,470.00
2014-11-16,7,953.00,448296.00,475.00,432.00,432.00
2014-11-17,31,1046.00,414550.00,424.00,391.00,398.00
2014-11-18,23,318.00,126789.00,406.00,395.00,406.00
2014-11-19,7,199.00,81240.00,422.00,400.00,422.00
2014-11-20,15,951.00,399472.00,422.00,416.00,418.00
2014-11-24,1,10.00,4100.00,410.00,410.00,410.00
2014-11-25,3,30.00,12460.00,418.00,410.00,418.00
2014-11-30,5,178.00,76666.00,440.00,426.00,440.00
2014-12-01,12,130.00,58430.00,465.00,440.00,465.00
2014-12-07,2,33.00,14841.00,456.00,447.00,447.00
2014-12-08,4,40.00,17320.00,439.00,423.00,423.00
2014-12-09,8,115.00,46812.00,415.00,401.00,401.00
2014-12-10,8,132.00,53184.00,409.00,401.00,402.00
2014-12-11,1,10.00,4100.00,410.00,410.00,410.00
2014-12-14,3,30.00,12060.00,402.00,402.00,402.00
2014-12-17,5,81.00,32400.00,400.00,400.00,400.00
2014-12-18,7,101.00,40230.00,400.00,392.00,392.00
2014-12-23,11,471.00,186059.00,399.00,385.00,399.00
2014-12-24,9,103.00,40536.00,402.00,388.00,402.00
